0.000000000000000000e+00,1.010000000000000000e+03,5.824068032979112797e-01,-1.650195312746263188e-01
0.000000000000000000e+00,1.020000000000000000e+03,5.116810333316674786e-01,-1.748470762496218966e-01
0.000000000000000000e+00,1.031000000000000000e+03,4.128089593577898841e-01,-1.985614162343231903e-01
0.000000000000000000e+00,1.032000000000000000e+03,3.946976424302950925e-01,-1.488218817123367899e-01
0.000000000000000000e+00,1.070000000000000000e+03,4.518615544418136953e-01,-1.015020327361049052e-01
0.000000000000000000e+00,1.073000000000000000e+03,9.442480071193039282e-02,-1.423736072840950939e-01
0.000000000000000000e+00,1.081000000000000000e+03,4.452989291447956299e-01,-2.455947119349683183e-01
0.000000000000000000e+00,1.082000000000000000e+03,2.987251366800923180e-01,-2.541776680905779018e-01
0.000000000000000000e+00,1.090000000000000000e+03,6.081825910736406993e-01,-7.566590911918785745e-02
0.000000000000000000e+00,1.091000000000000000e+03,4.030694444127714271e-01,-1.371099161914405840e-01
0.000000000000000000e+00,1.100000000000000000e+03,4.265993737130782670e-02,-8.281982577268993950e-02
0.000000000000000000e+00,1.101000000000000000e+03,5.936622093419900020e-02,-1.245339308079484592e-01
0.000000000000000000e+00,1.104000000000000000e+03,2.375728182228781932e-02,-3.938405173558300887e-01
0.000000000000000000e+00,1.111000000000000000e+03,3.885509611612585901e-01,-1.815067916889300803e-01
0.000000000000000000e+00,1.112000000000000000e+03,-4.541984235659293941e-03,-1.896639902329327609e-01
0.000000000000000000e+00,1.130000000000000000e+03,3.203842800131865842e-01,-1.609411047653679094e-01
0.000000000000000000e+00,1.140000000000000000e+03,5.779656881399546364e-01,-3.772199432331671543e-01
0.000000000000000000e+00,1.150000000000000000e+03,4.213416725791588879e-01,-6.889911986053384729e-02
0.000000000000000000e+00,1.162000000000000000e+03,2.941998894657398347e-02,-2.034560720909059928e-01
0.000000000000000000e+00,1.163000000000000000e+03,1.172322778677652340e-02,-9.550847849058660688e-02
0.000000000000000000e+00,1.170000000000000000e+03,4.085645258480863351e-01,-2.224897261236270518e-01
0.000000000000000000e+00,1.190000000000000000e+03,4.164235869818989633e-01,-1.002345705722638702e-01
0.000000000000000000e+00,1.200000000000000000e+03,6.805655241121781607e-02,-1.236682596676497575e-01
0.000000000000000000e+00,1.210000000000000000e+03,1.174650926771726306e-01,-2.163774657331755114e-01
0.000000000000000000e+00,2.000000000000000000e+03,5.477041594303339034e-01,1.548480908091948716e-01
0.000000000000000000e+00,2.020000000000000000e+03,5.403863520606483339e-01,4.148087557302781135e-03
0.000000000000000000e+00,2.021000000000000000e+03,4.410128722141968827e-01,-2.744607216989983778e-01
0.000000000000000000e+00,2.031000000000000000e+03,4.376606587249496361e-01,6.621613216048103170e-03
0.000000000000000000e+00,2.051000000000000000e+03,4.195824684595418907e-01,1.810771282853151920e-02
0.000000000000000000e+00,2.052000000000000000e+03,4.361201002872223120e-01,2.115748836039496941e-02
0.000000000000000000e+00,2.060000000000000000e+03,5.205056208830187714e-01,6.775019616742701534e-02
0.000000000000000000e+00,2.061000000000000000e+03,4.502885963434766214e-01,-7.773434596092279603e-02
0.000000000000000000e+00,2.062000000000000000e+03,1.574154991365609435e-01,-9.585882655260274943e-02
0.000000000000000000e+00,2.071000000000000000e+03,1.711223019606515905e-01,1.772254304142197034e-01
0.000000000000000000e+00,2.081000000000000000e+03,6.055291478142394573e-02,8.097614325260633905e-03
0.000000000000000000e+00,2.092000000000000000e+03,3.156439807722338231e-01,-7.559789169270640652e-02
0.000000000000000000e+00,2.101000000000000000e+03,1.369283971502741615e-01,-4.533307658764074155e-02
0.000000000000000000e+00,2.102000000000000000e+03,2.133533740959440150e-01,2.835135360003956245e-02
0.000000000000000000e+00,2.103000000000000000e+03,9.268877408435763354e-02,1.361864158900120136e-01
0.000000000000000000e+00,2.104000000000000000e+03,7.824273260224873239e-02,9.966023849663331602e-02
0.000000000000000000e+00,2.111000000000000000e+03,2.959422660882272682e-01,-6.414336018376276538e-02
0.000000000000000000e+00,2.112000000000000000e+03,4.768628303292835602e-01,5.257042029893860963e-02
0.000000000000000000e+00,2.121000000000000000e+03,1.767266108970307059e-02,-5.333751844254360636e-02
0.000000000000000000e+00,2.122000000000000000e+03,1.133476296256862026e-01,3.337186447522950787e-03
0.000000000000000000e+00,2.123000000000000000e+03,2.119769028316727810e-01,7.015393513454845631e-02
0.000000000000000000e+00,2.131000000000000000e+03,4.364093535734036577e-01,9.961897839398410615e-02
0.000000000000000000e+00,2.140000000000000000e+03,4.138319450222795459e-01,1.330625885094957050e-01
0.000000000000000000e+00,2.141000000000000000e+03,2.823866081114337345e-01,7.397278839916186788e-02
